fips,area_name,state_abbreviation,total_2008,dem_2008,gop_2008,oth_2008,total_2012,dem_2012,gop_2012,oth_2012,total_2016,dem_2016,gop_2016,oth_2016,PST045214,PST040210,PST120214,POP010210,AGE135214,AGE295214,AGE775214,SEX255214,RHI125214,RHI225214,RHI325214,RHI425214,RHI525214,RHI625214,RHI725214,RHI825214,POP715213,POP645213,POP815213,EDU635213,EDU685213,VET605213,LFE305213,HSG010214,HSG445213,HSG096213,HSG495213,HSD410213,HSD310213,INC910213,INC110213,PVY020213,BZA010213,BZA110213,BZA115213,NES010213,SBO001207,SBO315207,SBO115207,SBO215207,SBO515207,SBO415207,SBO015207,MAN450207,WTN220207,RTN130207,RTN131207,AFN120207,BPS030214,LND110210,POP060210,gop_pct_2016,gop_pct_2008,pct_change
1109,Pike County,AL,13955,5879,8004,72,14057,6009,7939,109,13025,5039,7681,305,33389,32899,1.5,32899,5.7,19.4,14.1,51.9,58.5,36.9,0.7,2.2,0.1,1.6,2.2,57.1,79.3,4,5.8,81,23,2516,18.7,15807,57.8,18.5,101000,12959,2.4,19715,33090,27.6,628,11009,1.4,1970,2527,0,0,0,0,0,0,0,0,367926,12189,45692,44,672.09,48.9,0.5897120921305182,0.5735578645646722,-4.03548225887056
1111,Randolph County,AL,10384,3064,7175,145,10391,3076,7219,96,10130,2290,7697,143,22539,22914,-1.6,22913,5.7,22,19.6,51.4,77.6,20.2,0.5,0.3,0.1,1.4,2.9,75,87.9,1.7,3.4,72.6,11.1,1598,26.8,11928,72.3,5.7,88600,9013,2.48,19830,35213,24.5,340,3481,0,1388,1550,7.1,0,0,0,0,0,401677,26751,161410,7209,9241,0,580.55,39.5,0.759822309970385,0.6909668721109399,7.275261324041815
1113,Russell County,AL,18915,10085,8705,125,18871,10495,8276,100,19136,9577,9210,349,59608,52949,12.6,52947,7.6,25.3,12.5,51.3,53.1,42.9,0.6,0.8,0.2,2.4,5,49.5,81.7,2.2,5,80.4,16,5977,23.6,26787,61.3,19.8,104400,21142,2.6,19678,36143,22,783,10489,-1.9,3523,3823,33.9,0,0,0,1,32.4,0,0,428236,8526,56392,244,641.14,82.6,0.4812918060200669,0.4602167591858313,5.801263641585286
1115,St. Clair County,AL,34088,6091,27649,348,35105,5790,29001,314,37937,5550,31579,808,86697,83593,3.7,83593,6.1,23,15.3,50.1,87.9,9.5,0.4,0.8,0.1,1.3,2.3,85.9,86.8,1.8,2.5,82,15.5,6928,30,35844,81.5,5.1,134600,31353,2.63,23872,50786,15.2,1266,15265,1,5172,6061,2.4,1,1.4,0,0,28.1,985409,317458,581324,7404,70254,80,631.9,132.3,0.8324063579091652,0.811106547758742,14.213895620094764
1117,Shelby County,AL,90643,20625,69060,958,92204,19944,71243,1017,99208,22927,72846,3435,206655,195218,5.9,195085,6,24.4,13,51.2,84,12.1,0.4,2.2,0,1.3,6,78.5,86.6,6,8.3,91.2,40.3,13991,29,83498,79,12.1,193000,74144,2.64,33313,68770,7.9,4845,76137,2.1,15634,18393,5.7,0.6,0,0,2,30.5,1723017,4385596,2520488,13737,301893,896,784.93,248.5,0.7342754616563181,0.7618900521827389,5.482189400521276
1119,Sumter County,AL,7020,5264,1731,25,7025,5420,1585,20,6391,4739,1581,71,13166,13763,-4.3,13763,4.8,19.7,16.3,55,25.5,73.5,0.1,0.4,0,0.5,1.1,24.8,87.9,0.9,1.9,75.5,14.9,706,23.4,6748,64.7,16.3,74100,5060,2.57,14156,22186,38,202,2966,8.1,823,730,57.5,0,0,0,0,0,0,76499,59636,4494,8199,3,903.89,15.2,0.24737912689719918,0.2465811965811966,-8.66551126516465
1121,Talladega County,AL,34204,13779,20112,313,33317,13878,19217,222,33218,12108,20596,514,81322,82291,-1.2,82291,5.5,22.3,16.1,51.4,65.2,32.5,0.4,0.4,0,1.5,2.3,63.4,85,1.6,2.8,78.9,13,6691,23.9,37177,71.2,11.6,92600,31486,2.5,19410,35439,22.9,1230,23763,4.8,3988,4872,0,0,1.5,0,0,26.6,9054200,0,730728,9113,67078,65,736.78,111.7,0.6200252874947317,0.588001403344638,2.4065234685759718
1123,Tallapoosa County,AL,19311,6063,13116,132,18668,6252,12303,113,18504,5271,12967,266,41165,41618,-1.1,41616,5.8,21.1,19.6,51.4,70.6,27.3,0.4,0.5,0,1.2,2.3,68.9,86,1.9,2.9,79.2,16.3,3631,23.9,22029,72.2,10.1,94900,16373,2.49,21434,39130,19.8,721,10771,4.1,2478,3528,13,0,0,0,0,35,0,0,362304,8881,28222,16,716.52,58.1,0.700767401642888,0.6791983843405313,-1.1360170783775492
1125,Tuscaloosa County,AL,78912,32796,45405,711,78495,32003,45703,789,81708,31746,47701,2261,202212,194653,3.9,194656,6,21.1,11.7,51.7,66,31,0.3,1.5,0.1,1.1,3.3,63.2,81.2,3.5,5.8,86.6,27,12198,21.8,87795,64.4,27.9,153300,67882,2.76,22637,45408,18.9,4009,72917,3,11107,14729,13.3,0.9,0,0,0,22.5,10852479,760623,2445850,13664,327429,1375,1321.76,147.3,0.5837984040730406,0.5753877737226277,5.0567118158793
1127,Walker County,AL,28652,7420,20722,510,28497,6551,21633,313,29243,4486,24208,549,65471,67023,-2.3,67023,5.8,22.1,18.2,51.4,91.3,6.4,0.5,0.4,0.1,1.3,2.3,89.4,85.3,1.2,1.4,76.4,10.5,5353,29.3,30669,75,5.7,82100,25751,2.55,20698,37566,20.9,1250,15669,4.1,3509,5365,0,0,0.6,0,0,23.8,314804,256377,903643,13162,73895,8,791.19,84.7,0.8278220428820573,0.7232304900181489,16.82270051153363
1129,Washington County,AL,8775,3067,5654,54,8761,2971,5749,41,8492,2366,6031,95,16834,17583,-4.3,17581,4.9,22.5,17,51.2,66,24.6,7.9,0.1,0.1,1.3,1.4,65.1,91.3,0.9,1.9,80.5,9.5,1025,31.8,8377,86.5,2,83900,6620,2.59,20395,42156,18.4,217,5756,-4.7,1031,1288,0,0,0,0,0,25.6,1153449,32856,76343,4458,0,2,1080.21,16.3,0.7101978332548281,0.6443304843304843,6.667845772904135
1131,Wilcox County,AL,6494,4612,1868,14,6547,4867,1676,4,6095,4329,1737,29,11098,11665,-4.9,11670,5.7,24.8,17.7,52.4,28.1,71,0.2,0.1,0,0.6,1,27.6,93.8,0.1,0.9,76.1,11.1,462,21.6,5615,74.5,5.7,67000,3866,2.9,13379,23642,39.2,189,1738,-1.1,613,928,66.2,0,0,0,0,37.6,0,21337,75708,6018,12949,0,888.5,13.1,0.28498769483182934,0.2876501385894672,-7.0128479657387555
1133,Winston County,AL,10031,1757,8103,171,9712,1286,8310,116,10255,871,9225,159,24150,24483,-1.4,24484,5,20.9,20,50.9,96.3,1,0.9,0.3,0.2,1.4,2.9,94,83.4,1.1,1.8,72.7,10.4,1721,27,13406,74.9,5.3,82500,9489,2.52,18995,32900,24,439,6321,-4.3,1641,2380,0,0,0,0,0,19.6,797845,165638,166709,6853,16564,7,612.98,39.9,0.8995611896635788,0.8077958329179543,13.846723435764542
2013,Aleutians East Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3360,3141,7,3141,2.8,10.1,6.6,30.9,22.8,12,20.5,40.7,0.6,3.4,13.2,11.5,77.4,56.6,63.7,78.5,12,99,4.8,747,54.7,15.7,118500,435,2.46,26535,61250,16.7,59,0,0,241,188,0,71.8,0,0,0,0,0,0,9326,3309,0,0,6981.94,0.4,NA,NA,NA
2016,Aleutians West Census Area,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5750,5561,3.4,5561,3.6,12.3,5.4,32.4,37.8,7.6,13,34.5,2.3,4.7,14.1,26.9,81.5,34.9,47.4,82.7,13.3,354,6.4,1932,36.4,44.2,218400,1033,3.52,31790,81853,9.2,117,4668,1.9,254,285,0,0,0,0,0,26.3,634809,62073,46785,9823,14684,2,4390.28,1.3,NA,NA,NA
2020,Anchorage Municipality,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301010,291826,3.1,291826,7.4,24.9,8.9,48.6,66.1,6.3,8.2,9.2,2.4,7.8,8.9,59.7,79.5,9.4,17.3,92.5,32.8,30292,19.4,114332,60.6,33.6,282800,105208,2.73,36214,77454,7.9,8609,152377,4.5,19252,26726,2.5,5.7,5.3,0,3.1,30.2,0,2914025,4482714,16096,933301,770,1704.68,171.2,NA,NA,NA
2050,Bethel Census Area,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17868,17013,5,17013,11.1,36.1,6.6,48.3,12.1,0.8,81.7,1.1,0.2,4.1,1.8,11.5,85.2,1.2,66.7,79.5,11.7,909,7.4,5920,64.2,13,189600,4358,3.9,18497,51689,22.8,232,3174,0.3,1079,1238,0,54.7,0,0,0,20.8,0,3454,96755,5658,4091,11,40570,0.4,NA,NA,NA
2060,Bristol Bay Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957,997,-4,997,5.2,20.1,9.7,44.3,46.1,0,35.2,1,0.3,17.3,4.3,44.1,83.4,0.6,5.2,91.7,19.4,91,10.2,965,57.3,12.7,175000,384,2.42,37024,79531,7.9,66,299,-7.4,220,250,0,0,0,0,0,0,0,0,12785,12823,13278,2,503.84,2,NA,NA,NA
2068,Denali Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1921,1826,5.2,1826,4.7,18.8,8.5,45.6,86,1.8,3.7,3.6,0.1,4.8,3.7,82.7,82.1,7.4,10.3,88.8,28.1,198,15.2,1760,68.9,9.8,192500,716,2.26,35295,72500,11.4,103,408,0,155,316,0,0,0,0,0,0,0,0,11046,6120,37099,0,12751.41,0.1,NA,NA,NA
2070,Dillingham Census Area,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4988,4847,2.9,4847,11,31.9,7.9,48.6,18.7,0.7,70.4,0.9,0.2,9.1,3.1,17.6,84.2,1.5,39.9,83.7,17.8,214,8.7,2422,57.8,15.2,194000,1339,3.59,21498,54150,18.1,92,1264,-1.2,790,789,0,58.3,0,0,0,9.1,0,0,42742,8612,7197,4,18568.78,0.3,NA,NA,NA
2090,Fairbanks North Star Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99357,97581,1.8,97581,7.7,24.1,8,45.9,77.3,5.4,7.3,3.1,0.5,6.3,7.7,71.3,73.8,5.7,10.3,93.1,29,11048,19.2,41684,59.2,24.9,212500,35588,2.67,32143,69223,8.4,2471,27466,2.2,5249,6481,2,3.8,3.4,0,2.3,32.5,0,0,1574267,16072,221600,54,7338.21,13.3,NA,NA,NA
2100,Haines Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2566,2508,2.3,2508,3.7,19.1,16.8,51,79.1,0.7,10.4,1.1,0,8.8,2.5,77.5,78.8,5,7.9,96.4,30.1,282,11.7,1639,64.2,15,171900,1245,2.01,31096,52866,7.8,134,635,-0.5,395,489,0,0,0,0,0,37.2,0,0,16185,6991,6351,6,2318.6,1.1,NA,NA,NA
2105,Hoonah-Angoon Census Area,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2082,2149,-3.1,2150,5.2,19.4,16.5,46.5,48.8,0.6,39.5,0.7,0.1,10.3,5.1,47.2,85.9,3,13.7,88.4,26.9,172,9.7,1755,63.4,7.3,200500,930,2.23,28806,49545,14.9,71,216,-6.9,287,718,0,0,0,0,0,20.8,0,0,52012,23610,20660,8,7524.92,0.3,NA,NA,NA
2110,Juneau City and Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32406,31275,3.6,31275,5.9,22.1,10.6,48.8,69.9,1.6,11.9,6.2,1.1,9.3,6.5,65.5,81,6.5,9.9,95.5,36.7,2739,15.1,13207,64.5,32.2,309900,12099,2.58,37558,81490,6.2,1135,10932,-1,2572,3500,1,5.2,3.6,0,0,26.5,0,0,465334,15235,86874,204,2701.93,11.6,NA,NA,NA
2122,Kenai Peninsula Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57477,55400,3.7,55400,6.4,23.1,14.2,47.6,84.5,0.8,7.3,1.4,0.3,5.7,4,81.4,83.7,2.6,8.2,92.8,23.7,6137,19.1,30698,72.7,11.7,204900,21720,2.5,31256,61793,8.6,2058,14734,3.2,6160,8698,0,0,0.9,0,0,0,0,193745,666923,12527,131217,125,16075.33,3.4,NA,NA,NA
2130,Ketchikan Gateway Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13787,13477,2.3,13477,6.5,22.8,12.5,47.9,68.4,0.9,13.8,7.5,0.2,9.1,4.9,65.2,78.3,7.3,9.8,93.5,25.4,1421,13.7,6239,58.5,39.4,265600,5295,2.5,31589,62519,10.2,583,4722,4.5,1317,1472,0,2.4,3,0,0,16.4,0,0,268880,20488,45557,37,4858.41,2.8,NA,NA,NA
2150,Kodiak Island Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13986,13606,2.8,13592,8,26,8.6,46.2,57.2,1.5,13,20.7,0.9,6.7,8.7,50.8,79.4,14.2,22.7,89.6,20,1097,11.1,5327,56.9,29.3,224500,4501,2.97,28562,68718,11.7,478,4787,6.1,1551,1847,0,21.5,0,0,8.8,0,0,0,108173,8274,26252,12,6549.58,2.1,NA,NA,NA
2164,Lake and Peninsula Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1631,1635,-0.2,1631,9.3,28.1,9,47.1,25.1,1,63.4,0.3,0.3,9.9,3.2,23.6,88,1.7,15.8,86.8,15.4,79,6.4,1501,64.4,2.9,136400,508,2.83,21616,51786,21.1,51,135,7.1,298,371,0,0,0,0,0,0,0,0,0,0,0,0,23652.01,0.1,NA,NA,NA
2170,Matanuska-Susitna Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97882,88995,10,88995,7.2,27.3,9.6,47.5,83.8,1.3,6.4,1.4,0.4,6.7,4.7,80.3,84,3.4,7,92.4,21.3,9600,32.8,41313,76.7,11.1,218900,31123,2.89,29534,71037,9.9,2070,16807,1.7,6351,7646,0,4.1,1,0,0,25.7,0,136960,853888,10362,113679,117,24607.9,3.6,NA,NA,NA
2180,Nome Census Area,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9817,9492,3.4,9492,11.1,34.9,7.3,47.6,17.3,0.7,74.5,1.2,0.1,6.3,2,16.5,83.5,1.4,28.7,84.1,17.1,600,6.7,4045,55.1,18.1,142800,2797,3.37,20271,49974,27.7,167,1910,-1.5,572,629,0,45.2,0,0,0,0,0,0,63167,6785,10198,10,22961.76,0.4,NA,NA,NA
2185,North Slope Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9703,9430,2.9,9430,8.6,25.8,4.8,37.5,33.9,1.5,52.1,5.8,1.6,5.1,3.9,32.1,81.1,5.3,36,86,14.5,604,8.9,2586,48.3,26.4,154600,1990,3.48,46457,80761,10.3,155,3414,18.3,255,263,0,11.4,0,0,0,11.8,0,135221,70105,10574,56347,15,88695.41,0.1,NA,NA,NA
2188,Northwest Arctic Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7717,7523,2.6,7523,11.5,36.1,6.9,45.8,13.1,1,78.8,0.9,0.2,6,2.1,12.1,83.1,1.2,33.9,78.7,11,367,7.6,2704,56,17.5,131000,1828,4,21461,61607,22,72,1591,-4.3,219,189,0,51.9,0,0,0,39.7,0,0,41576,5599,0,20,35572.58,0.2,NA,NA,NA
2195,Petersburg Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3160,3207,-1.5,3815,6.7,22.3,13.3,48.2,77.9,1.6,9.8,3.1,0.3,7.3,5.6,73.6,86.4,4.6,9.7,95.7,25.7,345,7.7,1646,69.2,14.5,215100,1643,2.2,34183,63934,13.5,167,1079,-4.1,755,1395,0,0,0,0,0,22.2,128982,20426,68451,17606,8300,9,3281.98,1.2,NA,NA,NA
2198,Prince of Wales-Hyder Census Area,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6396,6172,3.6,5559,6.5,24.1,11.4,45.3,47.2,0.4,42.4,0.7,0.4,9,3.3,45.5,82.2,1.4,4.8,91,15.7,492,14.6,3319,70.7,10.5,162500,2240,2.49,24581,46071,15.1,134,894,-7.8,540,905,0,15.8,0,0,0,9.1,0,0,41561,7514,10917,4,3922.87,1.4,NA,NA,NA
2220,Sitka City and Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8900,8881,0.2,8881,6.1,22.2,13.2,48.7,67,1.1,15.9,6.6,0.3,9.1,6,63.6,84,7.7,13.3,91.2,34.1,757,12.3,4122,56.2,27.2,323200,3554,2.42,32521,69405,10,382,2867,-0.1,1275,1938,0,12.8,0,0,0,16.3,0,0,94916,10875,27072,17,2870.34,3.1,NA,NA,NA
2230,Skagway Municipality,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1036,968,7,968,5.2,13.1,10.6,47.6,89.9,0.3,5,0.7,0.2,4,4.3,86.2,83,8.9,12.2,95.2,24.3,47,4.4,662,59.2,27.6,305600,412,2.23,37139,71667,5.5,109,337,10.5,127,0,0,0,0,0,0,0,0,0,0,0,0,2,452.33,2.1,NA,NA,NA
2240,Southeast Fairbanks Census Area,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6931,7029,-1.4,7029,7.7,25.6,12,44.4,80,1.5,11.6,1.3,0.5,5.2,4.9,76.2,76.9,9.1,23.4,93.1,23.1,973,12.2,3890,66.5,16.9,175000,2326,2.84,29437,56801,13.3,172,1265,-0.7,542,567,0,0,0,0,0,0,0,0,47342,6906,22181,0,24768.81,0.3,NA,NA,NA
2261,Valdez-Cordova Census Area,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9488,9636,-1.5,9636,7.1,24.5,10.1,47.3,74,0.9,13.5,4,0.7,6.9,4.7,70.7,80.5,4.6,8.9,91,23.9,895,12.2,6089,74.5,18.1,177700,3424,2.73,32579,74878,8.3,461,2786,-2.2,1258,1574,0,8.1,2,0,0,18.9,543389,81239,79692,8422,23148,3,34239.88,0.3,NA,NA,NA
2270,Wade Hampton Census Area,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8010,7459,7.4,7459,13.7,42,5.2,47.5,5.2,0.2,91.7,0.3,0,2.6,1.1,4.9,89.5,0.6,50,76.6,5.4,351,6,2183,71.1,3.4,109300,1744,4.39,11210,40176,31.4,71,575,-18.3,474,0,0,0,0,0,0,0,0,0,39514,5211,0,0,17081.43,0.4,NA,NA,NA
2275,Wrangell City and Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2364,2365,0,2369,4.8,20.3,17.9,48.2,70.6,0.4,16.9,1.9,0,10.3,2.2,69.2,86.4,2.8,6,89,16.7,364,9.5,1422,71.4,17.2,157400,1149,2.01,28474,45841,9.5,86,524,-3.9,356,0,0,0,0,0,0,0,0,0,0,0,0,6,2541.48,0.9,NA,NA,NA
2282,Yakutat City and Borough,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,662,-4.1,662,5.7,19.2,12.8,44.6,39.8,2.5,36.1,4.6,1.7,15.3,3.3,37.2,81.8,5.9,19.6,93.2,22.7,58,5.4,450,49.6,13.8,147500,254,2.15,34317,72500,5.9,30,147,-2.6,110,158,0,0,0,0,0,25.3,0,9957,0,0,3757,3,7649.46,0.1,NA,NA,NA
2290,Yukon-Koyukuk Census Area,AK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5547,5588,-0.7,5588,8.3,27.8,13.3,46.3,23.2,0.6,70.7,0.3,0.1,5,2,22,85.9,1.1,17.3,80.3,9.3,419,8.3,4024,70.4,2.1,106500,2056,2.72,19729,34710,24.2,99,434,-4.8,337,426,0,56.6,0,0,0,33.8,0,0,41553,7151,5429,0,145504.79,0,NA,NA,NA
4001,Apache County,AZ,24262,15390,8551,321,25465,16833,8198,434,18659,12196,5315,1148,71828,71518,0.4,71518,7.6,29.3,13.5,50.6,23.4,0.9,73.5,0.4,0.1,1.8,6.4,19,91.7,1.7,57,74.5,10.4,4109,30,32651,76.5,5.8,83100,19055,3.7,12709,31476,36.2,463,6796,-2.4,2644,3732,0,31,0,0,6.2,0,0,18138,276872,3997,47781,38,11197.52,6.4,0.28484913446594134,0.35244415134778667,-37.84352707285697
4003,Cochise County,AZ,48820,18943,29026,851,43776,16223,26742,811,43147,15291,25036,2820,127448,131357,-3,131346,6.5,22.4,19.9,49.2,87.9,4.7,1.7,2.2,0.4,3.1,34.6,56.1,80.9,11.6,27.4,85.8,22.5,18795,18.9,60504,68.8,13.3,146200,49174,2.47,23608,45755,17.1,2245,26387,-3.1,6369,8740,2.5,0.7,2.3,0,15.5,33,181316,102250,1313671,10284,171397,261,6165.69,21.3,0.5802489164947737,0.5945514133551824,-13.74629642389582
4005,Coconino County,AZ,54344,31433,22186,725,46746,26316,19368,1062,44929,25308,16573,3048,137682,134437,2.4,134421,6.1,21.8,11.1,50.6,66.4,1.6,27.3,1.8,0.2,2.8,13.9,54.9,79.8,5.3,23.5,87.6,31.1,8084,18.7,64217,59.5,19.1,220400,46198,2.74,23382,49555,23,3518,44834,0.9,8342,11407,0,7.6,2.1,0,5.6,31.1,1526810,475616,1691664,13273,717689,560,18618.89,7.2,0.36887088517438626,0.408251140880318,-25.29973857387542
4007,Gila County,AZ,22333,7884,14095,354,18477,6650,11525,302,21398,6746,13672,980,53119,53597,-0.9,53597,5.7,20.4,26.6,50.4,80.2,0.9,16.5,0.8,0.1,1.6,18.8,63.2,88.3,3.4,14.4,84.3,16.1,6166,20.8,33099,75.8,5.2,134000,20601,2.54,20792,39954,21.6,1013,10780,-5.5,3387,5250,0,4.3,0,0,0,28.7,0,0,550763,10545,106693,101,4757.93,11.3,0.6389382185250958,0.631128822818251,-3.00106420716566
4009,Graham County,AZ,12007,3487,8376,144,11854,3608,8076,170,11939,3301,8025,613,37957,37220,2,37220,7.7,28.3,12.3,46.5,81.1,2.1,14,0.7,0.2,1.8,32.1,51.4,83.7,5,20.1,84.4,12.3,2695,22.2,13238,74.3,9.8,122200,11031,3.01,17168,44943,22.3,487,6499,2.4,1314,1603,0,0,0,0,0,0,0,67967,389416,11211,34671,87,4622.6,8.1,0.6721668481447357,0.6975930707087532,-4.190544412607455
4011,Greenlee County,AZ,2913,1165,1712,36,2972,1310,1590,72,3243,1092,1892,259,9346,8437,10.8,8437,6.8,28.1,11.6,47.7,91.5,1.8,3.3,0.8,0.2,2.3,46.6,47.8,83.7,4.7,24.3,84.3,11.1,820,17.5,4416,46.1,6.6,81000,3386,2.54,20516,47992,16,90,4834,5.8,220,538,0,0,0,0,0,0,0,0,35595,4587,4888,1,1843.13,4.6,0.5834104224483503,0.5877102643323034,10.514018691588788
4012,La Paz County,AZ,5552,1929,3509,114,4922,1619,3205,98,4931,1318,3381,232,20231,20489,-1.3,20489,4.6,17.4,36.1,48.9,77.1,1.2,17.8,0.9,0.1,2.9,25.7,59.3,88.7,13.5,18.8,75.3,9.3,3044,12.4,16209,74,4.1,88800,10221,1.97,22200,35776,19.4,345,3739,-2.7,793,1241,0,2.7,0,0,0,32,0,65901,394370,19588,37986,26,4499.63,4.6,0.685662137497465,0.6320244956772334,-3.647762895411799
4013,Maricopa County,AZ,1364962,602166,746448,16348,1187008,512008,654835,20165,1201934,549040,590465,62429,4087191,3817357,7.1,3817117,6.7,25.1,13.8,50.6,84.4,5.7,2.8,4.1,0.3,2.8,30.3,57,80,14.9,26.3,86.4,29.8,271518,25.4,1680068,62.5,25.1,176500,1411727,2.72,27256,53596,16.7,86045,1491582,2.3,275014,311765,2.4,1.2,3.9,0,9.2,27.3,40182099,49760315,58688328,15153,8408940,18597,9200.14,414.9,0.4912624154071688,0.5468635756892866,-20.896700105030764
4015,Mohave County,AZ,67605,22092,44333,1180,65949,18324,46442,1183,74189,16485,54656,3048,203361,200186,1.6,200186,4.6,18.7,26.9,49.7,92,1.3,2.9,1.2,0.2,2.3,15.8,78,79,6.9,10.9,83.8,11.9,26193,18.9,112313,69.4,10.2,133900,80230,2.43,20833,39200,19.4,3603,39476,0.1,10217,14568,1.1,2.6,1.6,0,4.6,25.9,1349965,423845,2837691,14489,274299,535,13311.08,15,0.736712989796331,0.6557651061312033,23.285137482236706
4017,Navajo County,AZ,35800,15579,19761,460,35775,16157,19155,463,35409,15362,18165,1882,108101,107494,0.6,107449,7.3,28,15.8,49.8,51,1.3,44.9,0.7,0.1,2,11.1,42.2,86.6,2.6,36.8,80.6,14.9,7144,22.3,57408,72,7.7,112200,34343,3.05,16626,36927,30.3,1692,16802,-0.8,5261,6709,0,11.8,0,0,0,24.7,0,209493,1237467,11148,191458,191,9950.42,10.8,0.513005168177582,0.5519832402234637,-8.076514346439955
4019,Pima County,AZ,393428,206254,182406,4768,351817,183470,162927,5420,360762,195649,147019,18094,1004516,980263,2.5,980263,5.9,21.9,17.7,50.8,85.5,4.1,4.3,3.1,0.2,2.8,36.1,53.3,79.6,12.8,28.5,87.2,29.8,92409,24,448843,62.7,22.7,167500,384041,2.5,25269,45841,19.2,19962,305393,0.1,60686,75853,1.3,1.4,3.4,0,14.1,30.1,10365206,3056767,11928538,11969,2135243,3250,9187.04,106.7,0.4075235196611616,0.4636324816739022,-19.40012938170893
4021,Pinal County,AZ,104883,44254,59421,1208,102139,41428,58947,1764,93805,35737,53857,4211,401918,375770,7,375770,6,24.4,18,47.8,83.2,4.9,6.8,1.9,0.4,2.8,29.2,57.9,79.8,10.1,21.9,84.7,18,35852,31.1,165710,74.4,5.9,120200,123733,2.87,20910,50027,15.6,3311,46431,3.4,15902,15591,3.1,1.9,0,0,12.7,27,2149874,450438,2033110,6718,341933,1744,5365.61,70,0.5741378391343746,0.5665455793598582,-9.363692970498649
4023,Santa Cruz County,AZ,13303,8683,4518,102,13894,9486,4235,173,14926,10684,3650,592,46695,47420,-1.5,47420,7.3,28.3,15.8,52,96.2,0.9,1.3,0.7,0.1,0.8,82.8,15.6,86.9,33.5,76.9,72.5,19.8,2223,19.8,18101,66.3,17.6,140000,15078,3.11,17664,37745,26.3,1145,10954,-0.1,4032,4599,0.6,0,1.6,0,47.1,25,0,0,681267,15958,67226,44,1236.92,38.3,0.24453972933136808,0.33962264150943394,-19.21204072598495
4025,Yavapai County,AZ,99648,36889,61192,1567,96790,32624,62385,1781,92780,29705,58862,4213,218844,211015,3.7,211033,4.1,17.4,28.1,51.1,93.6,0.9,2.1,1,0.1,2.2,14.2,80.9,80.7,6.8,10.4,90.2,24.2,27950,22.2,112523,70,10.7,184100,91349,2.28,25186,42987,15.8,5548,53338,1,17762,23563,0,0.8,1,0,6.9,25.4,763989,831416,2695406,12714,456458,968,8123.5,26,0.6344255227419703,0.6140815671162492,-3.807687279382921
4027,Yuma County,AZ,43615,18559,24577,479,33935,14025,19500,410,40759,18336,20586,1837,203247,195750,3.8,195751,7.5,26.2,17.4,48.8,91.3,2.7,2.2,1.5,0.3,2,61.7,32.9,82.7,25.3,51.2,71.9,14.3,15380,18.8,89918,69.6,12.3,118000,70122,2.73,18840,41595,20.2,2851,39710,-0.6,8290,10158,0,2.4,2.1,0,33.9,29.8,891604,0,2004643,10596,271852,594,5513.99,35.5,0.5050663657106406,0.5634987962856816,-16.238759816088212
